title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
Cracks in My Foundation,"Bags, Trips, Make-up Tips, Charity, Glory, and the Darker Side of the Story: Essays and Stories by Marian Keyes",Marian Keyes,Fiction,2005.0,3.81,368.0,1569.0
A Fistful of Charms,,Kim Harrison,Fiction,2006.0,4.28,510.0,46881.0
For a Few Demons More,,Kim Harrison,Fiction,2007.0,4.33,456.0,47314.0
Mysteries of Pittsburgh,A Novel,Michael Chabon,Fiction,2005.0,3.64,320.0,21338.0
Everything Is Illuminated tie-in,A Novel,Jonathan Safran Foer,Fiction,2005.0,3.9,276.0,1754.0
Flight of the Nighthawks,Book One of the Darkwar Saga,Raymond E. Feist,Fiction,2006.0,3.95,368.0,9378.0
Into a Dark Realm,Book Two of the Darkwar Saga,Raymond E. Feist,Fiction,2007.0,4.0,319.0,8974.0
The 3-Hour Diet (TM) On the Go (Collins Gem),,Jorge Cruise,Health & Fitness,2005.0,3.08,192.0,30.0
The Best American Crime Writing 2006,,Mark Bowden;Otto Penzler;Thomas H. Cook,True Crime,2006.0,3.99,352.0,200.0
Last of the Wilds,Age of the Five Trilogy,Trudi Canavan,Fiction,2006.0,4.03,576.0,9725.0
Voice of the Gods,Age of the Five Trilogy,Trudi Canavan,Fiction,2007.0,4.08,592.0,9413.0
Missing Mom,A Novel,Joyce Carol Oates,Fiction,2006.0,3.54,464.0,3425.0
"The Collected Letters of C.S. Lewis, Volume 3","Narnia, Cambridge, and Joy, 1950 - 1963",C. S. Lewis,Biography & Autobiography,2004.0,4.49,1840.0,140.0
Touch Not the Cat,,Mary Stewart,Fiction,2005.0,3.91,372.0,4857.0
King of the Vagabonds,The Baroque Cycle #2,Neal Stephenson,Fiction,2006.0,4.16,400.0,1859.0
Odalisque,The Baroque Cycle #3,Neal Stephenson,Fiction,2006.0,4.2,464.0,1505.0
Black Boy,A Record of Childhood and Youth,Richard Wright,Biography & Autobiography,2005.0,4.05,432.0,89.0
The Sheltering Sky,,Paul Bowles,Fiction,2005.0,3.91,313.0,898.0
Rat Bastards,The Life and Times of South Boston's Most Honorable Irish Mobster,John Shea,Biography & Autobiography,2006.0,3.51,304.0,34.0
The Last Days of Henry VIII,"Conspiracies, Treason and Heresy at the Court of the Dying Tyrant",Robert Hutchinson,Biography & Autobiography,2005.0,4.14,368.0,1460.0
The Thorn Birds,,Colleen McCullough,Fiction,2005.0,4.23,673.0,516.0
Krakatoa,"The Day the World Exploded: August 27, 1883",Simon Winchester,History,2005.0,3.87,464.0,14491.0
The Professor and the Madman,"A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary",Simon Winchester,Biography & Autobiography,2005.0,3.84,242.0,81384.0
Hit Parade,,Lawrence Block,Fiction,2006.0,3.86,295.0,99.0
The Curtain,An Essay in Seven Parts,Milan Kundera,Literary Collections,2006.0,3.96,176.0,1351.0
"A Hard Day's Write, 3e",The Stories Behind Every Beatles Song,Steve Turner,Music,2005.0,4.18,224.0,152.0
"The Lion, the Witch and the Wardrobe Read-Aloud Edition",,C. S. Lewis;Pauline Baynes,Juvenile Fiction,2005.0,4.21,189.0,56.0
"Mambo Kings Play Songs of Love, The Tie-in",A Novel,Oscar Hijuelos,Fiction,2005.0,3.68,448.0,126.0
Sex with the Queen,"900 Years of Vile Kings, Virile Lovers, and Passionate Politics",Eleanor Herman,History,2006.0,3.91,336.0,3676.0
Brave New World,,Aldous Huxley,Fiction,2006.0,3.98,259.0,12332.0
Queen of Babble,A Novel,Meg Cabot,Fiction,2006.0,3.69,309.0,59613.0
"Animal, Vegetable, Miracle",A Year of Food Life,Barbara Kingsolver;Camille Kingsolver;Steven L. Hopp,Biography & Autobiography,2007.0,4.04,370.0,86130.0
Good Omens,"The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman;Terry Pratchett,Fiction,2006.0,4.25,412.0,373135.0
Dates From Hell,,Kim Harrison;Lynsay Sands;Kelley Armstrong;Lori Handeland,Fiction,2006.0,3.78,416.0,10467.0
Continental Drift,,Russell Banks,Fiction,2007.0,3.87,408.0,2744.0
The Burglar Who Thought He Was Bogart,,Lawrence Block,Fiction,2006.0,3.89,400.0,2079.0
Next,,Michael Crichton,Fiction,2006.0,3.49,431.0,57257.0
How to Be Popular,,Meg Cabot,Juvenile Fiction,2006.0,3.54,288.0,19183.0
The Annotated Charlotte's Web,,E. B. White,Juvenile Nonfiction,2006.0,4.16,320.0,41.0
Charlotte's Web: Wilbur Finds a Friend,,Jennifer Frantz,Juvenile Fiction,2006.0,4.1,32.0,57.0
The Autumn of the Patriarch,,Gabriel Garcia Marquez,Fiction,2006.0,3.85,255.0,11872.0
How to Make Money Like a Porn Star,,Neil Strauss;Bernard Chang,Comics & Graphic Novels,2006.0,3.31,128.0,159.0
Little House in the Big Woods,,Laura Ingalls Wilder,Juvenile Fiction,2007.0,4.18,198.0,193862.0
Farmer Boy,,Laura Ingalls Wilder,Juvenile Fiction,2006.0,4.06,357.0,44132.0
The Long Winter,,Laura Ingalls Wilder,Juvenile Fiction,2007.0,4.14,422.0,66192.0
Little Town on the Prairie,,Laura Ingalls Wilder,Juvenile Fiction,2007.0,4.18,374.0,70683.0
The First Four Years,,Laura Ingalls Wilder,Juvenile Fiction,2007.0,3.88,126.0,27390.0
The Alchemist - Gift Edition,,Paulo Coelho,Fiction,2006.0,3.85,192.0,814.0
Pretty Things,The Last Generation of American Burlesque Queens,Liz Goldwyn,Biography & Autobiography,2006.0,4.31,304.0,162.0
Eaters of the Dead,,Michael Crichton,Fiction,2006.0,3.66,304.0,27412.0
Genome,The Autobiography of a Species in 23 Chapters,Matt Ridley,Science,2006.0,4.03,344.0,20077.0
The Zero,A Novel,Jess Walter,Fiction,2006.0,3.5,336.0,1930.0
Kitchen Confidential Updated Ed,Adventures in the Culinary Underbelly,Anthony Bourdain,Biography & Autobiography,2007.0,4.06,312.0,168706.0
DREAM & THE UNDERWOR,,James Hillman,Psychology,1979.0,4.23,256.0,709.0
The Crying of Lot 49,,Thomas Pynchon,Fiction,1966.0,3.7,152.0,54061.0
An American Childhood,,Annie Dillard,Biography & Autobiography,1988.0,3.91,255.0,7086.0
Teaching a Stone to Talk,Expeditions and Encounters,Annie Dillard,Literary Criticism,1988.0,4.2,177.0,4046.0
Holy the Firm,,Annie Dillard,Literary Criticism,1988.0,4.22,76.0,3562.0
Think on These Things,,Jiddu Krishnamurti,Religion,1989.0,4.4,258.0,2288.0
The Dance of Intimacy,A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,Psychology,1990.0,4.06,255.0,7128.0
Tell My Horse,Voodoo and Life in Haiti and Jamaica,Zora Neale Hurston,Fiction,1990.0,3.97,311.0,1380.0
Jonah's Gourd Vine,,Zora Neale Hurston,Fiction,1990.0,4.0,229.0,1619.0
The Chaneysville Incident,,David Bradley,History,1990.0,3.96,448.0,650.0
The Writing Life,,Annie Dillard,Literary Criticism,1990.0,4.03,113.0,11177.0
The Lost Continent,Travels in Small Town America,Bill Bryson,Travel,1990.0,3.83,299.0,43779.0
Three by Annie Dillard,"The Writing Life, An American Childhood, Pilgrim at Tinker Creek",Annie Dillard,Fiction,1990.0,4.34,617.0,550.0
Declarations of Independence,Cross-examining American Ideology,Howard Zinn,Political science,1991.0,4.26,341.0,720.0
The Complete Stories,,Zora Neale Hurston,Fiction,1996.0,4.25,336.0,735.0
"Legends, Lies & Cherished Myths of World History",,Richard Shenkman,History,1994.0,3.48,320.0,215.0
The Infinite Plan,A Novel,Isabel Allende,Fiction,1994.0,3.71,384.0,7102.0
Soul Mates,,Thomas Moore,Psychology,1994.0,4.0,288.0,4122.0
"Cathedral, Forge and Waterwheel",,Joseph Gies,History,1995.0,3.85,368.0,612.0
The Throne of the Third Heaven of the Nations Millennium General Assembly,Poems Collected and New,Denis Johnson,Poetry,1996.0,4.16,240.0,556.0
Success Stories,,Russell Banks,Fiction,1996.0,3.72,192.0,148.0
Testaments Betrayed,"Essay in Nine Parts, An",Milan Kundera,Literary Collections,1996.0,4.04,288.0,1247.0
Mr. Ives' Christmas,,Oscar Hijuelos,Fiction,1996.0,3.76,256.0,912.0
Slowness,A Novel,Milan Kundera,Fiction,1997.0,3.66,156.0,9454.0
As Nature Made Him,The Boy Who Was Raised as a Girl,John Colapinto,Medical,2001.0,3.97,320.0,5282.0
The Active Side of Infinity,,Carlos Castaneda,"Body, Mind & Spirit",1999.0,4.16,288.0,1890.0
Brave New World,,Aldous Huxley,Fiction,1998.0,3.98,288.0,1173739.0
You Can't Go Home Again,,Thomas Wolfe,Fiction,1998.0,4.05,711.0,3922.0
The Fifth Mountain,,Paulo Coelho,Fiction,1999.0,3.62,256.0,749.0
V.,,Thomas Pynchon,Fiction,1999.0,3.96,547.0,1364.0
Identity,A Novel,Milan Kundera,Fiction,1999.0,3.68,168.0,13065.0
The Poisonwood Bible,A Novel,Barbara Kingsolver,Fiction,1999.0,4.05,546.0,5449.0
Cloudsplitter,A Novel,Russell Banks,Fiction,1999.0,3.9,758.0,3489.0
"Plato, Not Prozac!",Applying Eternal Wisdom to Everyday Problems,Lou Marinoff,Philosophy,2000.0,3.39,320.0,836.0
The Crying of Lot 49,,Thomas Pynchon,Fiction,1999.0,3.7,152.0,2132.0
The Map That Changed the World,William Smith and the Birth of Modern Geology,Simon Winchester;Soun Vannithone,Biography & Autobiography,2002.0,3.82,352.0,10159.0
The Odyssey of Homer,,Homer,Fiction,1999.0,3.75,374.0,1100.0
Collected Novellas,,Gabriel Garcia Marquez,Fiction,1999.0,4.01,288.0,822.0
Collected Stories,,Gabriel Garcia Marquez,Fiction,1999.0,4.19,352.0,6132.0
A Mulligan for Bobby Jobe,A Novel,Robert Cullen,Fiction,2002.0,3.31,400.0,57.0
In the Footsteps of Mr. Kurtz,Living on the Brink of Disaster in Mobutu's Congo,Michela Wrong,History,2002.0,3.98,338.0,2310.0
Every Tongue Got to Confess,Negro Folk-tales from the Gulf States,Zora Neale Hurston,Literary Criticism,2002.0,3.98,320.0,312.0
Kitchen Confidential,Adventures in the Culinary Underbelly,Anthony Bourdain,Biography & Autobiography,2000.0,4.06,302.0,2428.0
One Matchless Time,A Life of William Faulkner,Jay Parini,Biography & Autobiography,2005.0,3.97,528.0,184.0
The Girl in the Glass,A Novel,Jeffrey Ford,Fiction,2005.0,3.72,304.0,756.0
The Best American Science Writing 2002,,Matt Ridley;Alan Lightman,Science,2002.0,3.88,352.0,66.0
Wittgenstein's Poker,The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds;John Eidinow,Philosophy,2002.0,3.75,368.0,2215.0
Smart Discipline(R),"Fast, Lasting Solutions for Your Child's Self-Esteem and Your Peace of Mind",Larry Koenig,Family & Relationships,2004.0,3.99,208.0,12.0
The Schopenhauer Cure,A Novel,Irvin Yalom,Fiction,2006.0,4.21,358.0,8663.0
African Nights,True Stories from the Author of I Dreamed of Africa,Kuki Gallmann,Biography & Autobiography,2000.0,3.8,336.0,302.0
The Autobiography of Mark Twain,,Charles Neider,Biography & Autobiography,2000.0,4.05,508.0,2746.0
Joy in the Morning,,Betty Smith,Fiction,2000.0,3.9,296.0,5559.0
Beauty,The Invisible Embrace,John O'Donohue,"Body, Mind & Spirit",2005.0,4.45,261.0,622.0
The Darling,A Novel,Russell Banks,Fiction,2005.0,3.78,400.0,1939.0
The Making of a Philosopher,My Journey Through Twentieth-Century Philosophy,Colin McGinn,Philosophy,2003.0,3.65,256.0,219.0
The Language Instinct,How the Mind Creates Language,Steven Pinker,Language Arts & Disciplines,2000.0,4.05,448.0,14293.0
Prodigal Summer,A Novel,Barbara Kingsolver,Fiction,2001.0,4.0,444.0,85440.0
Tales of the City,,Armistead Maupin,Fiction,1989.0,4.04,371.0,953.0
Fear of Falling,The Inner Life of the Middle Class,Barbara Ehrenreich,Social Science,1989.0,3.9,292.0,321.0
The Hidden Hand,A Race Williams Mystery,Carroll John Daly,Fiction,1992.0,3.43,272.0,5.0
Europe,A History,Norman Davies,History,1998.0,4.17,1392.0,3242.0
Savage Inequalities,Children in America's Schools,Jonathan Kozol,Education,1992.0,4.24,272.0,15021.0
Gold Bug Variations,,Richard Powers,Fiction,1992.0,4.13,640.0,1383.0
Three Farmers on Their Way to a Dance,,Richard Powers,Fiction,1992.0,3.84,352.0,709.0
The Fourteen Sisters of Emilio Montez O'Brien,,Oscar Hijuelos,Fiction,1996.0,3.69,496.0,457.0
Fiskadoro,,Denis Johnson,Fiction,1995.0,3.54,221.0,1463.0
The Stars at Noon,,Denis Johnson,Fiction,1995.0,3.59,192.0,566.0
Operation Wandering Soul,,Richard Powers,Fiction,1994.0,3.62,352.0,366.0
Reasons to Live,Stories by,Amy Hempel,Fiction,1995.0,4.16,129.0,2651.0
Prisoner's Dilemma,,Richard Powers,Fiction,1996.0,3.87,352.0,517.0
The God of Small Things,,Arundhati Roy,Fiction,1998.0,3.93,321.0,6549.0
Courtesans and Fishcakes,The Consuming Passions of Classical Athens,James Davidson,History,1999.0,3.93,416.0,332.0
Girlfriend in a Coma,,Douglas Coupland,Fiction,1999.0,3.61,288.0,15469.0
The Long Hard Road Out of Hell,,Marilyn Manson;Neil Strauss,Biography & Autobiography,1999.0,3.89,275.0,21524.0
Confessions of an Ugly Stepsister,A Novel,Gregory Maguire,Fiction,2000.0,3.52,372.0,53017.0
The Dirt,Confessions of the World's Most Notorious Rock Band,Tommy Lee;Vince Neil;Nikki Sixx;Mick Mars,Biography & Autobiography,2002.0,4.16,431.0,26377.0
Life Is Elsewhere,,Milan Kundera;Aaron Asher,Fiction,2000.0,3.95,432.0,9792.0
Cat Laughing Last,A Joe Grey Mystery,Shirley Rousseau Murphy,Fiction,2002.0,4.21,368.0,638.0
The Crow: The Lazarus Heart,,Poppy Z. Brite,Fiction,1999.0,3.7,336.0,1334.0
Well of Darkness,Volume One of the Sovereign Stone Trilogy,Margaret Weis;Tracy Hickman,Fiction,2001.0,3.66,562.0,2010.0
The Light Fantastic,,Terry Pratchett,Fiction,2000.0,3.97,241.0,86465.0
U.S.S. Seawolf,,Patrick Robinson,Fiction,2001.0,3.94,496.0,1523.0
Realms of Dragons,The Worlds of Weis and Hickman,Margaret Weis;Denise Little;Tracy Hickman,Fiction,1999.0,4.04,218.0,47.0
The Player of Games,,Iain Banks,Fiction,1997.0,4.27,293.0,43988.0
My Soul to Keep,,Tananarive Due,Fiction,1998.0,4.18,346.0,3575.0
Peril's Gate,Book Five of the Wars of Light and Shadow,Janny Wurts,Fiction,2002.0,4.15,940.0,518.0
Fugitive Prince,,Janny Wurts,Fiction,1998.0,3.88,704.0,59.0
Love in Vein,,Poppy Z. Brite,Fiction,1995.0,3.6,397.0,2391.0
Cat on the Edge,A Joe Grey Mystery,Shirley Rousseau Murphy,Fiction,1996.0,3.9,274.0,1855.0
Cat in the Dark,A Joe Grey Mystery,Shirley Rousseau Murphy,Fiction,1999.0,4.25,320.0,696.0
Treasure Box,,Orson Scott Card,Fiction,1997.0,3.32,384.0,3603.0
Homebody,A Novel,Orson Scott Card,Fiction,1999.0,3.39,430.0,2660.0
Imajica II,The Reconciliation,Clive Barker,Fiction,1995.0,4.42,544.0,2538.0
Choke,,Stuart Woods,Fiction,1996.0,3.83,352.0,2218.0
Dirt,,Stuart Woods,Fiction,1997.0,3.88,448.0,6000.0
Kilo Class,,Patrick Robinson,Fiction,1999.0,4.04,512.0,1671.0
Their Eyes Were Watching God,,Zora Neale Hurston,Fiction,2006.0,3.9,219.0,209110.0
A Tree Grows in Brooklyn,,Betty Smith,Fiction,2006.0,4.26,496.0,326733.0
One Hundred Years of Solitude,,Gabriel Garcia Marquez,Fiction,2006.0,4.06,448.0,1510.0
Daughter of Fortune,A Novel,Isabel Allende,Fiction,2006.0,3.9,432.0,95447.0
By the River Piedra I Sat Down and Wept,A Novel of Forgiveness,Paulo Coelho,Fiction,2006.0,3.57,208.0,68403.0
The Alchemist,,Paulo Coelho,Fiction,2006.0,3.85,197.0,1592632.0
Veronika Decides to Die,A Novel of Redemption,Paulo Coelho,Fiction,2006.0,3.7,210.0,126224.0
Goodnight Moon 123,A Counting Book,Margaret Wise Brown;Clement Hurd,Juvenile Fiction,2007.0,3.59,32.0,189.0
Charlotte's Web Signature Edition,,E. B. White,Juvenile Fiction,2006.0,4.16,224.0,226.0
By Myself and Then Some,,Lauren Bacall,Biography & Autobiography,2006.0,3.95,512.0,2720.0
The Art of Loving,,Erich Fromm,Self-Help,2006.0,4.03,192.0,35605.0
Factotum tie-in,,Charles Bukowski,Fiction,2006.0,3.96,208.0,395.0
The White Masai,,Corinne Hofmann,Biography & Autobiography,2006.0,3.43,320.0,4314.0
Mandy,,Julie Andrews Edwards,Juvenile Fiction,2006.0,4.24,320.0,9482.0
The Crusader,Ronald Reagan and the Fall of Communism,Paul Kengor,Political Science,2006.0,4.2,432.0,132.0
Spider's House,A Novel,Paul Bowles,Fiction,2006.0,4.03,432.0,1060.0
Days,A Tangier Diary,Paul Bowles,Fiction,2006.0,3.3,128.0,117.0
Howl,"original draft facsimile, transcript, and variant versions, fully annotated by author, with contemporaneous correspondence, account of first public reading, legal skirmishes, precursor texts, and bibliography",Allen Ginsberg;Barry Miles,Poetry,2006.0,4.22,208.0,176.0
Coraline,,Neil Gaiman,Fiction,2006.0,4.05,162.0,377685.0
Points in Time,,Paul Bowles,Fiction,2006.0,3.68,96.0,173.0
At the Edge,,Cait London,Fiction,2007.0,3.79,384.0,272.0
Remind Me Again Why I Need A Man,,Claudia Carroll,Fiction,2007.0,3.31,384.0,672.0
Stardust,,Neil Gaiman,Fiction,2006.0,4.08,248.0,264799.0
When the Heart Waits,Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,Religion,2006.0,4.17,240.0,2141.0
The Gabriel Hounds,,Mary Stewart,Fiction,2006.0,3.91,322.0,3542.0
The Pact,A Love Story,Jodi Picoult,Fiction,2006.0,4.01,512.0,237587.0
The Known World,,Edward P. Jones,Fiction,2006.0,3.83,388.0,28962.0
Ines of My Soul LP,A Novel,Isabel Allende,Fiction,2006.0,3.92,528.0,45.0
Women,,Charles Bukowski,Fiction,2007.0,3.87,291.0,49265.0
Smithsonian Intimate Guide to Human Origins,,Carl Zimmer,Social Science,2007.0,4.0,176.0,167.0
My secret,a PostSecret book,Frank Warren,Antiques & Collectibles,2006.0,4.34,144.0,5801.0
The Secret Lives of Men and Women,A PostSecret Book,Frank Warren,Self-Help,2007.0,4.37,144.0,5359.0
To Kill a Mockingbird (slipcased edition),,Harper Lee,Fiction,2006.0,4.27,323.0,250.0
The Complete C. S. Lewis Signature Classics,,C. S. Lewis,Religion,2007.0,4.61,746.0,873.0
The End of Days,Armageddon and Prophecies of the Return,Zecharia Sitchin,History,2007.0,4.06,336.0,470.0
The Blue and Brown Books,,Ludwig Wittgenstein,Philosophy,1965.0,4.13,208.0,1970.0
The Pursuit of Happyness,,Chris Gardner,Biography & Autobiography,2009.0,0.0,0.0,0.0
What A Lady Wants,,Victoria Alexander,Fiction,2009.0,0.0,0.0,0.0
A Little Bit Wicked,,Victoria Alexander,Fiction,2009.0,0.0,0.0,0.0
The Wit and Wisdom of Winston Churchill,A Treasury of More than 1000 Quotations,James C. Humes,History,2009.0,0.0,0.0,0.0
"Sleep, Pale Sister",,Joanne Harris,Fiction,2009.0,0.0,0.0,0.0
Midnighters #2: Touching Darkness,,Scott Westerfeld,Young Adult Fiction,2009.0,0.0,0.0,0.0
The Queen of Attolia,,Megan Whalen Turner,Young Adult Fiction,2009.0,0.0,0.0,0.0
The Collected Poetry of Nikki Giovanni,1968-1998,Nikki Giovanni,Poetry,2009.0,0.0,0.0,0.0
Sugarplums and Scandal,,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,Fiction,2010.0,0.0,0.0,0.0
"How to Buy, Sell, and Profit on eBay",Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,Business & Economics,2010.0,0.0,0.0,0.0
Owning Your Own Shadow,Understanding the Dark Side of the Psyche,Robert A. Johnson,Self-Help,1993.0,4.07,118.0,2432.0
The World's Religions,Our Great Wisdom Traditions,Huston Smith,History,1991.0,4.07,416.0,8383.0
Muhammad,,Karen Armstrong,Biography & Autobiography,1993.0,4.15,304.0,4795.0
A Manual for Living,,Epictetus,Religion,1994.0,4.22,96.0,148.0
The Pilgrimage,,Paulo Coelho;Alan R. Clarke,Fiction,1995.0,3.65,272.0,878.0
The Valkyries,,Paulo Coelho,Fiction,1996.0,3.31,212.0,696.0
Rainforest Home Remedies,The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo;Nadine Epstein,Health & Fitness,2001.0,4.12,221.0,65.0
A Circle of Quiet,,Madeleine L'Engle,Religion,1984.0,4.21,246.0,4985.0
Bulfinch's Mythology,"The Age of the Fable, The Age of Chivalry, Legends of",Richard P. Martin,Reference,1991.0,4.1,768.0,64.0
Romanticism,,Hugh Honour,Art,1979.0,3.73,416.0,41.0
Betsy-Tacy,,Maud Hart Lovelace,Juvenile Fiction,1993.0,4.07,144.0,20496.0
Betsy and Tacy Go Over the Big Hill,,Maud Hart Lovelace,Juvenile Fiction,1993.0,4.17,192.0,7661.0
Heaven to Betsy,,Maud Hart Lovelace,Juvenile Fiction,1945.0,4.29,368.0,5224.0
Let the Hurricane Roar,,Rose Wilder Lane,Families,1985.0,3.96,118.0,179.0
The Wish Giver,Three Tales of Coven Tree,Bill Brittain,Juvenile Fiction,1986.0,3.83,192.0,2117.0
Racso and the Rats of NIMH,,Jane Leslie Conly,Juvenile Fiction,1988.0,3.76,288.0,3231.0
Child of the Owl,Golden Mountain Chronicles: 1965,Laurence Yep,Juvenile Fiction,1990.0,3.6,288.0,423.0
"R-T, Margaret, and the Rats of NIMH",,Jane Leslie Conly,Juvenile Fiction,1991.0,3.52,272.0,631.0
The Rainbow People,,Laurence Yep,Juvenile Fiction,1992.0,3.75,208.0,202.0
Dragon's Gate,Golden Mountain Chronicles: 1867,Laurence Yep,Juvenile Fiction,1995.0,3.67,352.0,1806.0
Betsy's Wedding,,Maud Hart Lovelace,Juvenile Fiction,1996.0,4.31,260.0,4054.0
Betsy and the Great World,,Maud Hart Lovelace,Juvenile Fiction,1996.0,4.13,321.0,4689.0
Betsy and Joe,,Maud Hart Lovelace,Juvenile Fiction,1995.0,4.31,336.0,4411.0
Betsy Was a Junior,,Maud Hart Lovelace,Juvenile Fiction,1995.0,4.17,320.0,4744.0
Crazy Lady!,,Jane Leslie Conly,Juvenile Fiction,1995.0,3.64,192.0,1481.0
Strawberry Girl 60th Anniversary Edition,,Lois Lenski,Juvenile Fiction,1995.0,3.86,208.0,10655.0
Seven Spiders Spinning,,Gregory Maguire,Juvenile Fiction,1995.0,3.61,144.0,259.0
American Dragons,Twenty-five Asian American Voices,Laurence Yep,Juvenile Fiction,1995.0,3.41,256.0,63.0
The Midwife's Apprentice (rpkg),,Karen Cushman,Juvenile Fiction,1996.0,3.72,128.0,35319.0
Winter on the Farm,,Laura Ingalls Wilder,Juvenile Fiction,1997.0,4.13,32.0,400.0
Down to the Bonny Glen,,Melissa Wiley,Juvenile Fiction,2001.0,4.14,321.0,1438.0
Monster,,Walter Dean Myers,Juvenile Fiction,2001.0,3.71,281.0,53833.0
Emily of Deep Valley,,Maud Hart Lovelace,Juvenile Fiction,2000.0,4.23,304.0,2637.0
